colsample_bytree,eta,max_depth,min_child_weight,n_estimators,subsample
0.4,0.01,3,2,100,0.8000000000000002
0.4,0.01,3,7,100,0.6000000000000001
0.6000000000000001,0.01,7,7,100,1.0000000000000002
0.4,0.01,5,7,100,0.8000000000000002
0.6000000000000001,0.01,3,6,100,1.0000000000000002
1.0000000000000002,0.01,7,7,100,1.0000000000000002
0.4,0.01,4,4,100,1.0000000000000002
1.0000000000000002,0.01,6,6,100,0.8000000000000002
0.4,0.01,5,1,100,0.8000000000000002
0.4,0.01,3,5,100,0.6000000000000001
0.8000000000000002,0.01,4,3,100,1.0000000000000002
0.6000000000000001,0.01,5,7,100,0.8000000000000002
0.6000000000000001,0.01,5,7,100,0.8000000000000002
1.0000000000000002,0.01,6,2,100,1.0000000000000002
0.4,0.01,4,7,100,0.4
0.4,0.01,6,4,100,1.0000000000000002
0.4,0.01,5,1,100,1.0000000000000002
0.4,0.01,7,4,100,1.0000000000000002
0.4,0.01,7,3,100,1.0000000000000002
0.4,0.01,3,2,100,0.6000000000000001
0.4,0.01,4,3,100,0.8000000000000002
0.4,0.01,7,5,100,1.0000000000000002
0.4,0.01,7,2,100,1.0000000000000002
0.4,0.01,7,4,100,1.0000000000000002
0.4,0.01,3,7,100,1.0000000000000002
1.0000000000000002,0.01,6,5,100,1.0000000000000002
0.4,0.01,6,7,100,0.8000000000000002
1.0000000000000002,0.01,3,1,100,1.0000000000000002
0.4,0.01,6,2,100,1.0000000000000002
0.4,0.01,6,2,100,1.0000000000000002
0.4,0.01,3,6,100,1.0000000000000002
0.4,0.01,5,1,100,1.0000000000000002
0.4,0.01,4,7,100,1.0000000000000002
0.6000000000000001,0.01,4,7,100,1.0000000000000002
0.4,0.01,7,5,100,1.0000000000000002
0.4,0.01,5,6,100,1.0000000000000002
0.4,0.01,7,5,100,1.0000000000000002
0.4,0.01,4,2,100,1.0000000000000002
0.4,0.01,5,5,100,1.0000000000000002
0.4,0.01,4,7,100,1.0000000000000002
0.4,0.01,6,7,100,1.0000000000000002
0.4,0.01,5,1,100,0.8000000000000002
0.4,0.01,3,1,100,1.0000000000000002
0.4,0.01,4,2,100,1.0000000000000002
0.4,0.01,4,6,100,1.0000000000000002
0.4,0.01,4,6,100,0.8000000000000002
0.8000000000000002,0.01,5,5,100,0.6000000000000001
0.4,0.01,5,7,100,0.8000000000000002
0.4,0.01,3,7,100,1.0000000000000002
0.4,0.01,6,4,100,1.0000000000000002
0.6000000000000001,0.01,4,7,100,1.0000000000000002
0.6000000000000001,0.01,6,7,100,1.0000000000000002
0.4,0.01,5,5,100,1.0000000000000002
0.4,0.01,7,1,100,1.0000000000000002
0.4,0.01,5,6,100,1.0000000000000002
0.4,0.01,5,3,100,1.0000000000000002
0.8000000000000002,0.01,3,7,100,1.0000000000000002
0.6000000000000001,0.01,3,7,100,1.0000000000000002
0.6000000000000001,0.01,3,1,100,0.8000000000000002
0.4,0.01,3,1,100,0.6000000000000001
0.6000000000000001,0.01,3,3,100,0.4
0.6000000000000001,0.01,3,7,100,0.4
0.6000000000000001,0.01,3,1,100,0.8000000000000002
0.6000000000000001,0.01,3,3,100,1.0000000000000002
0.8000000000000002,0.01,3,1,100,0.8000000000000002
1.0000000000000002,0.01,3,1,100,1.0000000000000002
0.4,0.01,3,1,100,1.0000000000000002
1.0000000000000002,0.01,3,1,100,1.0000000000000002
1.0000000000000002,0.01,3,1,100,1.0000000000000002
0.4,0.01,7,7,100,1.0000000000000002
0.4,0.01,6,5,100,1.0000000000000002
0.4,0.01,5,6,100,1.0000000000000002
0.4,0.01,3,3,100,0.4
0.4,0.01,4,5,100,1.0000000000000002
0.4,0.01,4,6,100,1.0000000000000002
0.4,0.01,4,3,100,1.0000000000000002
0.4,0.01,7,5,100,0.8000000000000002
0.4,0.01,7,6,100,1.0000000000000002
0.4,0.01,3,3,100,0.8000000000000002
0.4,0.01,6,6,100,1.0000000000000002
0.4,0.01,5,5,100,1.0000000000000002
0.4,0.01,3,5,100,1.0000000000000002
0.4,0.01,7,6,100,1.0000000000000002
0.4,0.01,5,1,100,1.0000000000000002
0.6000000000000001,0.01,3,4,100,0.6000000000000001
1.0000000000000002,0.01,6,6,100,0.6000000000000001
0.6000000000000001,0.01,3,1,100,1.0000000000000002
0.6000000000000001,0.01,3,2,100,1.0000000000000002
1.0000000000000002,0.01,5,7,100,1.0000000000000002
1.0000000000000002,0.01,6,7,100,1.0000000000000002
1.0000000000000002,0.01,3,3,100,1.0000000000000002
0.4,0.01,3,6,100,1.0000000000000002
1.0000000000000002,0.01,7,3,100,1.0000000000000002
0.4,0.01,3,6,100,0.6000000000000001
0.4,0.01,7,5,100,1.0000000000000002
0.4,0.01,3,7,100,1.0000000000000002
0.4,0.01,4,1,100,1.0000000000000002
0.4,0.01,5,4,100,1.0000000000000002
0.4,0.01,7,7,100,1.0000000000000002
0.4,0.01,6,5,100,0.8000000000000002
